Season,League,Team,Player,Nation,Pos,Age,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,PrgC,PrgP,PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,xG,npxG,xAG,npxG+xAG,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Matches Played
2022-2023,Bundesliga,Dortmund,Tom Rothe,GER,DF,17.0,0.0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.26,0.0,0.26,0.26,0.26,2.0
2022-2023,Bundesliga,Dortmund,Justin Njinmah,GER,FW,21.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,Dortmund,Antonios Papadopoulos,GER,DF,22.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,1.0
2022-2023,Bundesliga,Dortmund,Marco Pašalić,CRO,MF,21.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.4,0.4,1.0
2022-2023,Bundesliga,Dortmund,Abdoulaye Kamara,GUI,MF,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,Dortmund,Marcel Lotka,POL,GK,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,Dortmund,Squad Total,,,25.8,374.0,3060.0,34.0,81.0,61.0,142.0,77.0,4.0,6.0,66.0,0.0,783.0,1628.0,1614.0,2.38,1.79,4.18,2.26,4.06,71.1,66.5,51.9,118.4,2.09,1.53,3.62,1.96,3.48,34.0
2022-2023,Bundesliga,Dortmund,Opponent Total,,,26.5,374.0,3060.0,34.0,43.0,31.0,74.0,42.0,1.0,1.0,79.0,5.0,452.0,1064.0,1052.0,1.26,0.91,2.18,1.24,2.15,43.2,42.4,33.3,75.7,1.27,0.98,2.25,1.25,2.23,34.0
2022-2023,Bundesliga,RB Leipzig,Willi Orban,HUN,DF,29.0,33.0,2951.0,32.8,4.0,0.0,4.0,4.0,0.0,0.0,3.0,0.0,16.0,153.0,9.0,0.12,0.0,0.12,0.12,0.12,3.0,3.0,0.4,3.4,0.09,0.01,0.1,0.09,0.1,33.0
2022-2023,Bundesliga,RB Leipzig,Dominik Szoboszlai,HUN,"MF,FW",21.0,28.0,2444.0,27.2,6.0,8.0,14.0,5.0,1.0,1.0,5.0,2.0,75.0,151.0,157.0,0.22,0.29,0.52,0.18,0.48,5.5,4.7,8.1,12.9,0.2,0.3,0.5,0.17,0.47,31.0
2022-2023,Bundesliga,RB Leipzig,Janis Blaswich,GER,GK,31.0,26.0,2340.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0
2022-2023,Bundesliga,RB Leipzig,Joško Gvardiol,CRO,DF,20.0,24.0,2170.0,24.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,27.0,116.0,4.0,0.04,0.0,0.04,0.04,0.04,1.8,1.8,0.6,2.5,0.08,0.03,0.1,0.08,0.1,30.0
2022-2023,Bundesliga,RB Leipzig,Benjamin Henrichs,GER,"DF,MF",25.0,23.0,2188.0,24.3,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,48.0,109.0,149.0,0.08,0.08,0.16,0.08,0.16,1.2,1.2,1.8,3.0,0.05,0.07,0.12,0.05,0.12,30.0
2022-2023,Bundesliga,RB Leipzig,Timo Werner,GER,"FW,MF",26.0,23.0,1937.0,21.5,9.0,3.0,12.0,9.0,0.0,0.0,2.0,0.0,65.0,51.0,209.0,0.42,0.14,0.56,0.42,0.56,9.1,9.1,3.1,12.2,0.42,0.15,0.57,0.42,0.57,27.0
2022-2023,Bundesliga,RB Leipzig,Christopher Nkunku,FRA,"FW,MF",24.0,20.0,1897.0,21.1,16.0,4.0,20.0,13.0,3.0,4.0,4.0,0.0,43.0,71.0,176.0,0.76,0.19,0.95,0.62,0.81,14.4,11.3,4.3,15.6,0.68,0.2,0.89,0.54,0.74,25.0
2022-2023,Bundesliga,RB Leipzig,André Silva,POR,FW,26.0,20.0,1738.0,19.3,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,35.0,37.0,142.0,0.21,0.16,0.36,0.21,0.36,9.2,9.2,2.9,12.0,0.47,0.15,0.62,0.47,0.62,31.0
2022-2023,Bundesliga,RB Leipzig,David Raum,GER,"DF,MF",24.0,19.0,1685.0,18.7,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,44.0,69.0,127.0,0.0,0.11,0.11,0.0,0.11,0.6,0.6,4.6,5.2,0.03,0.25,0.28,0.03,0.28,28.0
2022-2023,Bundesliga,RB Leipzig,Mohamed Simakan,FRA,DF,22.0,18.0,1454.0,16.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,32.0,88.0,72.0,0.06,0.06,0.12,0.06,0.12,1.7,1.7,1.2,2.9,0.1,0.08,0.18,0.1,0.18,24.0
2022-2023,Bundesliga,RB Leipzig,Marcel Halstenberg,GER,DF,30.0,17.0,1557.0,17.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,22.0,59.0,66.0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,2.1,3.3,0.06,0.12,0.19,0.06,0.19,31.0
2022-2023,Bundesliga,RB Leipzig,Konrad Laimer,AUT,MF,25.0,17.0,1468.0,16.3,3.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,51.0,93.0,52.0,0.18,0.0,0.18,0.18,0.18,2.4,2.4,2.3,4.7,0.15,0.14,0.29,0.15,0.29,21.0
2022-2023,Bundesliga,RB Leipzig,Xaver Schlager,AUT,MF,24.0,16.0,1506.0,16.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,23.0,77.0,12.0,0.06,0.06,0.12,0.06,0.12,0.3,0.3,0.7,0.9,0.02,0.04,0.06,0.02,0.06,22.0
2022-2023,Bundesliga,RB Leipzig,Emil Forsberg,SWE,"MF,FW",30.0,16.0,1482.0,16.5,6.0,4.0,10.0,4.0,2.0,2.0,2.0,0.0,20.0,67.0,77.0,0.36,0.24,0.61,0.24,0.49,4.9,3.3,2.3,5.6,0.3,0.14,0.43,0.2,0.34,30.0
2022-2023,Bundesliga,RB Leipzig,Kevin Kampl,SVN,MF,31.0,16.0,1372.0,15.2,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,23.0,80.0,15.0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.0,2.2,0.07,0.07,0.14,0.07,0.14,30.0
2022-2023,Bundesliga,RB Leipzig,Amadou Haidara,MLI,MF,24.0,15.0,1430.0,15.9,2.0,1.0,3.0,2.0,0.0,0.0,7.0,0.0,10.0,85.0,8.0,0.13,0.06,0.19,0.13,0.19,2.8,2.8,1.5,4.3,0.18,0.09,0.27,0.18,0.27,31.0
2022-2023,Bundesliga,RB Leipzig,Dani Olmo,ESP,"MF,FW",24.0,15.0,1282.0,14.2,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,34.0,68.0,86.0,0.14,0.35,0.49,0.14,0.49,2.9,2.9,4.5,7.4,0.21,0.32,0.52,0.21,0.52,23.0
2022-2023,Bundesliga,RB Leipzig,Lukas Klostermann,GER,DF,26.0,10.0,907.0,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,0.03,0.01,0.05,0.03,0.05,15.0
2022-2023,Bundesliga,RB Leipzig,Péter Gulácsi,HUN,GK,32.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
2022-2023,Bundesliga,RB Leipzig,Abdou Diallo,SEN,"DF,MF",26.0,5.0,478.0,5.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,11.0,24.0,3.0,0.19,0.0,0.19,0.19,0.19,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09,8.0
2022-2023,Bundesliga,RB Leipzig,Yussuf Poulsen,DEN,FW,28.0,3.0,411.0,4.6,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,10.0,7.0,40.0,0.44,0.22,0.66,0.44,0.66,1.3,1.3,1.8,3.1,0.29,0.39,0.68,0.29,0.68,19.0
2022-2023,Bundesliga,RB Leipzig,Hugo Novoa,ESP,"DF,FW",19.0,2.0,184.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,4.0,20.0,0.49,0.0,0.49,0.49,0.49,0.9,0.9,0.0,0.9,0.43,0.02,0.45,0.43,0.45,7.0
2022-2023,Bundesliga,RB Leipzig,Ørjan Nyland,NOR,GK,31.0,2.0,180.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.1,0.1,0.0,0.06,0.06,0.0,0.06,2.0
2022-2023,Bundesliga,RB Leipzig,Alexander Sørloth,NOR,FW,26.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,RB Leipzig,Sanoussy Ba,GER,DF,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2022-2023,Bundesliga,RB Leipzig,Caden Clark,USA,MF,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,RB Leipzig,Jonas Nickisch,GER,GK,18.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,RB Leipzig,Squad Total,,,26.3,374.0,3060.0,34.0,64.0,39.0,103.0,58.0,6.0,7.0,69.0,2.0,599.0,1450.0,1437.0,1.88,1.15,3.03,1.71,2.85,62.7,57.4,43.2,100.6,1.84,1.27,3.11,1.69,2.96,34.0
2022-2023,Bundesliga,RB Leipzig,Opponent Total,,,26.6,374.0,3060.0,34.0,39.0,23.0,62.0,32.0,7.0,8.0,81.0,1.0,424.0,1009.0,993.0,1.15,0.68,1.82,0.94,1.62,37.2,30.9,23.5,54.4,1.09,0.69,1.79,0.91,1.6,34.0
2022-2023,Bundesliga,Union Berlin,Rani Khedira,GER,MF,28.0,33.0,2882.0,32.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,14.0,69.0,26.0,0.06,0.0,0.06,0.06,0.06,1.7,1.7,0.7,2.3,0.05,0.02,0.07,0.05,0.07,33.0
2022-2023,Bundesliga,Union Berlin,Sheraldo Becker,SUR,FW,27.0,33.0,2554.0,28.4,11.0,7.0,18.0,11.0,0.0,0.0,4.0,0.0,105.0,44.0,240.0,0.39,0.25,0.63,0.39,0.63,6.5,6.5,5.6,12.1,0.23,0.2,0.42,0.23,0.42,34.0
2022-2023,Bundesliga,Union Berlin,Robin Knoche,GER,DF,30.0,32.0,2873.0,31.9,2.0,3.0,5.0,1.0,1.0,2.0,4.0,0.0,12.0,98.0,6.0,0.06,0.09,0.16,0.03,0.13,2.4,0.8,0.8,1.6,0.07,0.03,0.1,0.03,0.05,32.0
2022-2023,Bundesliga,Union Berlin,Janik Haberer,GER,MF,28.0,30.0,2187.0,24.3,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,21.0,78.0,84.0,0.21,0.04,0.25,0.21,0.25,3.3,3.3,2.1,5.4,0.13,0.09,0.22,0.13,0.22,32.0
2022-2023,Bundesliga,Union Berlin,Frederik Rønnow,DEN,GK,29.0,29.0,2610.0,29.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
2022-2023,Bundesliga,Union Berlin,Diogo Leite,POR,DF,23.0,26.0,2254.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,19.0,111.0,14.0,0.0,0.04,0.04,0.0,0.04,0.8,0.8,0.4,1.2,0.03,0.01,0.05,0.03,0.05,28.0
2022-2023,Bundesliga,Union Berlin,Danilho Doekhi,NED,DF,24.0,25.0,2216.0,24.6,5.0,1.0,6.0,5.0,0.0,0.0,0.0,0.0,15.0,73.0,21.0,0.2,0.04,0.24,0.2,0.24,1.9,1.9,0.4,2.3,0.08,0.02,0.09,0.08,0.09,25.0
2022-2023,Bundesliga,Union Berlin,Christopher Trimmel,AUT,DF,35.0,20.0,1811.0,20.1,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,34.0,65.0,80.0,0.0,0.3,0.3,0.0,0.3,0.7,0.7,3.2,4.0,0.04,0.16,0.2,0.04,0.2,25.0
2022-2023,Bundesliga,Union Berlin,Kevin Behrens,GER,FW,31.0,17.0,1535.0,17.1,8.0,1.0,9.0,8.0,0.0,0.0,6.0,0.0,11.0,71.0,92.0,0.47,0.06,0.53,0.47,0.53,4.8,4.8,1.3,6.1,0.28,0.07,0.35,0.28,0.35,33.0
2022-2023,Bundesliga,Union Berlin,Jordan Pefok,USA,FW,26.0,16.0,1358.0,15.1,4.0,4.0,8.0,4.0,0.0,2.0,3.0,0.0,4.0,27.0,53.0,0.27,0.27,0.53,0.27,0.53,4.5,2.9,1.8,4.7,0.3,0.12,0.42,0.19,0.31,31.0
2022-2023,Bundesliga,Union Berlin,Niko Gießelmann,GER,DF,30.0,14.0,1302.0,14.5,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,14.0,50.0,50.0,0.0,0.14,0.14,0.0,0.14,1.1,1.1,1.7,2.8,0.08,0.11,0.19,0.08,0.19,26.0
2022-2023,Bundesliga,Union Berlin,Paul Jaeckel,GER,DF,24.0,13.0,1196.0,13.3,1.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,6.0,41.0,8.0,0.08,0.0,0.08,0.08,0.08,0.1,0.1,0.0,0.2,0.01,0.0,0.01,0.01,0.01,16.0
2022-2023,Bundesliga,Union Berlin,Julian Ryerson,NOR,DF,24.0,12.0,1037.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,20.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.5,1.2,0.06,0.04,0.1,0.06,0.1,13.0
2022-2023,Bundesliga,Union Berlin,Jérôme Roussillon,FRA,DF,29.0,11.0,957.0,10.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,18.0,28.0,42.0,0.0,0.19,0.19,0.0,0.19,0.5,0.5,1.1,1.7,0.05,0.11,0.16,0.05,0.16,16.0
2022-2023,Bundesliga,Union Berlin,Aïssa Laïdouni,TUN,MF,25.0,11.0,871.0,9.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,10.0,40.0,25.0,0.21,0.0,0.21,0.21,0.21,0.8,0.8,0.9,1.7,0.09,0.09,0.18,0.09,0.18,14.0
2022-2023,Bundesliga,Union Berlin,Josip Juranović,CRO,DF,26.0,10.0,935.0,10.4,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,27.0,33.0,0.19,0.1,0.29,0.1,0.19,1.6,0.8,1.5,2.3,0.15,0.14,0.3,0.08,0.22,12.0
2022-2023,Bundesliga,Union Berlin,András Schäfer,HUN,MF,23.0,10.0,860.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.05,0.02,0.07,0.05,0.07,16.0
2022-2023,Bundesliga,Union Berlin,Morten Thorsby,NOR,MF,26.0,8.0,833.0,9.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,15.0,21.0,0.11,0.11,0.22,0.11,0.22,0.8,0.8,0.5,1.3,0.09,0.05,0.14,0.09,0.14,24.0
2022-2023,Bundesliga,Union Berlin,Timo Baumgartl,GER,DF,26.0,6.0,562.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,4.0,28.0,2.0,0.0,0.16,0.16,0.0,0.16,0.2,0.2,0.1,0.3,0.03,0.02,0.05,0.03,0.05,8.0
2022-2023,Bundesliga,Union Berlin,Genki Haraguchi,JPN,MF,31.0,6.0,498.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.5,0.05,0.05,0.09,0.05,0.09,11.0
2022-2023,Bundesliga,Union Berlin,Lennart Grill,GER,GK,23.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022-2023,Bundesliga,Union Berlin,Paul Seguin,GER,MF,27.0,4.0,691.0,7.7,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,13.0,49.0,28.0,0.13,0.39,0.52,0.13,0.52,1.2,1.2,2.0,3.2,0.16,0.26,0.41,0.16,0.41,20.0
2022-2023,Bundesliga,Union Berlin,Sven Michel,GER,"FW,MF",32.0,2.0,495.0,5.5,3.0,1.0,4.0,2.0,1.0,1.0,2.0,0.0,9.0,12.0,50.0,0.55,0.18,0.73,0.36,0.55,1.7,0.9,0.9,1.8,0.3,0.16,0.46,0.16,0.32,21.0
2022-2023,Bundesliga,Union Berlin,Tymoteusz Puchacz,POL,DF,23.0,1.0,58.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,1.0
2022-2023,Bundesliga,Union Berlin,Jamie Leweling,GER,"FW,MF",21.0,0.0,265.0,2.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,8.0,4.0,24.0,0.34,0.34,0.68,0.34,0.68,0.7,0.7,0.3,0.9,0.22,0.09,0.32,0.22,0.32,16.0
2022-2023,Bundesliga,Union Berlin,Miloš Pantović,SRB,MF,26.0,0.0,206.0,2.3,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,4.0,0.44,0.0,0.44,0.44,0.44,1.4,0.6,0.0,0.6,0.6,0.0,0.6,0.25,0.25,13.0
2022-2023,Bundesliga,Union Berlin,Tim Skarke,GER,"DF,MF",25.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.39,0.02,0.41,0.39,0.41,3.0
2022-2023,Bundesliga,Union Berlin,Levin Öztunalı,GER,MF,26.0,0.0,9.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,10.0,0.0,10.0,0.0,0.0,0.2,0.2,0.0,1.91,1.91,0.0,1.91,2.0
2022-2023,Bundesliga,Union Berlin,Jakob Busk,DEN,GK,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,Union Berlin,Aljoscha Kemlein,GER,MF,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,Union Berlin,Andreas Voglsammer,GER,"FW,MF",30.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
2022-2023,Bundesliga,Union Berlin,Squad Total,,,27.9,374.0,3060.0,34.0,49.0,38.0,87.0,46.0,3.0,7.0,65.0,2.0,375.0,1012.0,990.0,1.44,1.12,2.56,1.35,2.47,37.9,32.5,25.9,58.4,1.12,0.76,1.88,0.95,1.72,34.0
2022-2023,Bundesliga,Union Berlin,Opponent Total,,,26.3,374.0,3060.0,34.0,38.0,26.0,64.0,31.0,7.0,7.0,61.0,3.0,525.0,1334.0,1322.0,1.12,0.76,1.88,0.91,1.68,42.6,37.1,30.5,67.6,1.25,0.9,2.15,1.09,1.99,34.0
2022-2023,Bundesliga,Freiburg,Mark Flekken,NED,GK,29.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.01,0.01,0.0,0.01,34.0
2022-2023,Bundesliga,Freiburg,Matthias Ginter,GER,DF,28.0,34.0,3060.0,34.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,23.0,122.0,11.0,0.12,0.03,0.15,0.12,0.15,1.9,1.9,0.9,2.9,0.06,0.03,0.08,0.06,0.08,34.0
2022-2023,Bundesliga,Freiburg,Nicolas Höfler,GER,MF,32.0,32.0,2816.0,31.3,0.0,1.0,1.0,0.0,0.0,0.0,9.0,1.0,12.0,110.0,10.0,0.0,0.03,0.03,0.0,0.03,1.7,1.7,0.9,2.7,0.06,0.03,0.09,0.06,0.09,32.0
2022-2023,Bundesliga,Freiburg,Christian Günter,GER,"DF,MF",29.0,31.0,2748.0,30.5,1.0,4.0,5.0,1.0,0.0,0.0,5.0,0.0,43.0,77.0,128.0,0.03,0.13,0.16,0.03,0.16,1.2,1.2,5.1,6.4,0.04,0.17,0.21,0.04,0.21,33.0
2022-2023,Bundesliga,Freiburg,Ritsu Doan,JPN,"MF,FW",24.0,30.0,2424.0,26.9,5.0,4.0,9.0,5.0,0.0,0.0,3.0,0.0,83.0,69.0,167.0,0.19,0.15,0.33,0.19,0.33,7.0,7.0,3.2,10.2,0.26,0.12,0.38,0.26,0.38,33.0
2022-2023,Bundesliga,Freiburg,Vincenzo Grifo,ITA,"MF,FW",29.0,30.0,2408.0,26.8,15.0,5.0,20.0,8.0,7.0,8.0,2.0,0.0,65.0,128.0,124.0,0.56,0.19,0.75,0.3,0.49,10.3,3.9,5.5,9.4,0.39,0.21,0.59,0.14,0.35,33.0
2022-2023,Bundesliga,Freiburg,Philipp Lienhart,AUT,DF,26.0,27.0,2498.0,27.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,16.0,79.0,4.0,0.04,0.0,0.04,0.04,0.04,1.4,1.4,0.3,1.7,0.05,0.01,0.06,0.05,0.06,29.0
2022-2023,Bundesliga,Freiburg,Maximilian Eggestein,GER,MF,25.0,27.0,2451.0,27.2,1.0,2.0,3.0,1.0,0.0,0.0,6.0,0.0,20.0,93.0,46.0,0.04,0.07,0.11,0.04,0.11,0.9,0.9,1.7,2.6,0.03,0.06,0.1,0.03,0.1,31.0
2022-2023,Bundesliga,Freiburg,Michael Gregoritsch,AUT,FW,28.0,27.0,2150.0,23.9,10.0,4.0,14.0,10.0,0.0,0.0,6.0,0.0,22.0,57.0,124.0,0.42,0.17,0.59,0.42,0.59,10.0,10.0,3.0,13.0,0.42,0.12,0.54,0.42,0.54,30.0
2022-2023,Bundesliga,Freiburg,Kiliann Sildillia,FRA,"DF,MF",20.0,23.0,1977.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,1.0,20.0,81.0,47.0,0.0,0.09,0.09,0.0,0.09,0.8,0.8,0.7,1.6,0.04,0.03,0.07,0.04,0.07,27.0
2022-2023,Bundesliga,Freiburg,Lukas Kübler,GER,DF,29.0,19.0,1639.0,18.2,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,11.0,57.0,50.0,0.11,0.05,0.16,0.11,0.16,0.9,0.9,0.4,1.3,0.05,0.02,0.07,0.05,0.07,22.0
2022-2023,Bundesliga,Freiburg,Lucas Höler,GER,"FW,MF",28.0,16.0,1503.0,16.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,19.0,33.0,87.0,0.3,0.12,0.42,0.3,0.42,3.3,3.3,1.9,5.1,0.19,0.11,0.31,0.19,0.31,26.0
2022-2023,Bundesliga,Freiburg,Roland Sallai,HUN,"MF,FW",25.0,10.0,1002.0,11.1,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,22.0,17.0,71.0,0.09,0.27,0.36,0.09,0.36,2.6,2.6,1.3,3.9,0.24,0.11,0.35,0.24,0.35,19.0
2022-2023,Bundesliga,Freiburg,Yannik Keitel,GER,MF,22.0,8.0,682.0,7.6,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,12.0,26.0,16.0,0.0,0.26,0.26,0.0,0.26,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,22.0
2022-2023,Bundesliga,Freiburg,Manuel Gulde,GER,DF,31.0,8.0,643.0,7.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,6.0,23.0,5.0,0.14,0.0,0.14,0.14,0.14,0.7,0.7,0.2,0.9,0.1,0.02,0.12,0.1,0.12,15.0
2022-2023,Bundesliga,Freiburg,Daniel Kyereh,GHA,"MF,FW",26.0,7.0,559.0,6.2,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,5.0,11.0,24.0,0.32,0.0,0.32,0.32,0.32,2.2,2.2,0.3,2.5,0.36,0.04,0.4,0.36,0.4,12.0
2022-2023,Bundesliga,Freiburg,Jeong Woo-yeong,KOR,"MF,FW",22.0,4.0,653.0,7.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,18.0,19.0,36.0,0.14,0.14,0.28,0.14,0.28,2.1,2.1,1.2,3.3,0.29,0.17,0.46,0.29,0.46,26.0
2022-2023,Bundesliga,Freiburg,Noah Weißhaupt,GER,"MF,DF",20.0,3.0,427.0,4.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,14.0,31.0,0.0,0.21,0.21,0.0,0.21,0.2,0.2,1.0,1.2,0.03,0.21,0.24,0.03,0.24,18.0
2022-2023,Bundesliga,Freiburg,Kenneth Schmidt,GER,DF,20.0,3.0,251.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2022-2023,Bundesliga,Freiburg,Kevin Schade,GER,"FW,MF",20.0,1.0,182.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,3.0,20.0,0.49,0.0,0.49,0.49,0.49,0.2,0.2,0.0,0.2,0.12,0.0,0.12,0.12,0.12,8.0
2022-2023,Bundesliga,Freiburg,Nils Petersen,GER,FW,33.0,0.0,277.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,12.0,0.32,0.0,0.32,0.32,0.32,1.2,1.2,0.0,1.2,0.39,0.01,0.4,0.39,0.4,27.0
