,player,pass_accuracy,up_pass_accuracy,pass_accuracy_progressive,up_pass_accuracy_progressive,pass_accuracy_backward,pass_horizontal_backward,up_pass_accuracy_backward,pass_accuracy_into_box,pass_accuracy_into_box,up_pass_accuracy_into_box,pass_accuaracy_short,pass_accuaracy_medium,pass_accuaracy_long,pass_accuracy_within_attacking_third,up_pass_accuracy_within_attacking_third,pass_progressive_lead_to_shot_%,pass_progressive_lead_to_goal_%,pass_mean_distance,pass_accuracy_cuts_last_line_of_defence,passes_from_attacking_third,passes_from_middle_third,passes_from_defending_third,passes_from_the_box,passes_into_attacking_third,passes_into_box,passes_into_box_completed,passes_into_goal_area,passes_into_edge_of_the_box,passes_within_attacking_third,passes_within_attacking_third_completed,passes_total_distance,passes_short_total,passes_short_completed,passes_medium_completed,passes_medium_total,passes_long_total,passes_long_completed,passes_shot_assist,passes_goal_assist,passes_switch,passes_cross,passes_cut_back,passes_vertical_into_edge_of_the_box,passes_vertical_into_the_box,passes_horizontal_into_the_box,passes_horizontal_into_edge_of_the_box,passes_cut_back_into_edge_of_the_box,passes_high_vertical_into_edge_of_the_box,passes_high_vertical_into_the_box,passes_low_vertical_into_edge_of_the_box,passes_low_vertical_into_the_box,passes_high_horizontal_into_the_box,passes_high_horizontal_into_edge_of_the_box,passes_low_horizontal_into_the_box,passes_low_horizontal_into_edge_of_the_box,passes_progressive,passes_progressive_completed,passes_horizontal,passes_backward,passes_backward_completed,passes_long_vertical,passes_long_vertical_from_defending_third,passes_long_vertical_from_mid_third,passes_long_vertical_from_mid_third_into_the_box,key_passes
333,Philipp Bargfrede,0.734,0.676,0.639,0.558,0.955,1.0,1.0,0.318,0.318,0.222,0.836,0.783,0.544,0.627,0.429,0.014,0.003,20.904,5.0,57,355,99,2,138,22,7,2,12,51,32,10682.1668582,171,143,170,217,103,56,5,1,14,2,0,9,19,0,0,0,8,15,1,3,0,0,0,0,355,227,85,66,63,49,49,31,10,6
334,Philipp Hosiner,0.688,0.6,0.525,0.312,0.914,1.0,0.882,0.308,0.308,0.0,0.838,0.714,0.278,0.661,0.733,0.068,0.0,16.356,2.5,69,76,9,11,75,13,4,3,11,62,41,2518.880213,68,57,35,49,18,5,4,0,1,11,0,1,4,6,8,0,0,2,0,1,5,7,1,1,59,31,22,58,53,6,6,2,0,4
335,Philipp Lahm,0.905,0.816,0.821,0.673,0.985,1.0,0.933,0.554,0.554,0.5,0.936,0.922,0.819,0.839,0.745,0.051,0.001,18.737,2.333,591,1229,307,24,673,83,46,11,58,460,386,39852.5948788,872,816,863,936,282,231,46,1,36,37,3,18,49,19,22,2,15,22,1,20,13,14,2,4,900,739,388,809,797,76,76,43,9,47
336,Philipp Max,0.738,0.678,0.582,0.541,0.99,1.0,1.0,0.359,0.359,0.571,0.904,0.804,0.438,0.649,0.68,0.026,0.0,21.503,3.0,263,501,267,2,345,103,37,6,67,231,150,22169.6986051,322,291,373,464,201,88,14,0,35,66,0,16,28,32,21,0,12,19,1,6,24,15,4,3,548,319,130,315,312,94,94,50,9,14
337,Philipp Ochs,0.744,0.741,0.628,0.704,0.962,1.0,0.941,0.4,0.4,0.667,0.8,0.867,0.357,0.703,0.737,0.05,0.008,17.006,2.0,84,112,50,2,94,20,8,3,9,74,52,4183.523021,125,100,65,75,28,10,6,1,3,2,0,3,9,3,0,0,0,2,2,6,1,0,2,0,121,76,32,78,75,16,16,7,3,7
338,Phillipp Klement,0.708,0.8,0.75,0.5,1.0,1.0,1.0,0.2,0.2,1.0,0.9,0.857,0.286,0.286,1.0,0.0,0.0,22.949,,8,13,3,0,10,5,1,1,4,7,2,550.7673061,10,9,6,7,7,2,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8,6,2,9,9,1,1,0,0,0
339,Pierre Bengtsson,0.711,0.555,0.552,0.384,0.976,1.0,0.933,0.304,0.304,0.0,0.893,0.747,0.464,0.733,0.533,0.022,0.0,22.051,inf,135,390,189,6,220,23,7,4,16,116,85,15744.1667722,215,192,242,324,151,70,9,0,9,17,1,5,7,11,6,1,5,7,0,0,8,3,1,2,415,229,73,211,206,97,97,48,4,9
340,Pierre-Emerick Aubameyang,0.665,0.591,0.513,0.5,0.865,1.0,0.811,0.397,0.397,0.36,0.783,0.604,0.455,0.566,0.542,0.128,0.026,14.171,inf,311,226,15,52,309,78,31,11,68,279,158,7822.6668491,304,238,99,164,33,15,25,5,5,50,8,9,25,29,36,6,1,4,4,13,16,15,6,12,195,100,74,223,193,11,11,8,4,30
341,Pierre-Emile Højbjerg,0.871,0.835,0.796,0.785,0.966,1.0,0.935,0.2,0.2,0.333,0.912,0.909,0.772,0.87,0.789,0.016,0.003,19.739,inf,113,537,133,3,198,20,4,2,12,92,80,15455.993050500001,308,281,298,328,123,95,6,1,34,3,0,6,10,3,1,0,6,8,0,1,3,1,0,0,377,300,153,237,229,36,36,31,8,7
342,Pierre-Michel Lasogga,0.684,0.649,0.503,0.418,0.839,1.0,0.841,0.226,0.226,0.0,0.763,0.657,0.579,0.56,0.49,0.085,0.011,14.825,2.333,173,298,20,19,214,31,7,7,21,150,84,7278.833014899999,245,187,94,143,38,22,16,2,10,13,4,8,18,8,6,4,4,6,2,8,5,5,2,0,189,95,69,205,172,15,15,11,4,18
343,Piotr Trochowski,0.779,1.0,0.649,1.0,0.909,1.0,1.0,0.143,0.143,,0.879,0.87,0.444,0.588,1.0,0.081,0.0,20.821,,21,50,6,0,31,7,1,0,5,17,10,1603.2504026,33,29,20,23,18,8,3,0,4,1,0,2,3,0,0,0,2,3,0,0,0,0,0,0,37,24,16,22,20,8,8,6,1,3
344,Pirmin Schwegler,0.803,0.736,0.709,0.59,0.971,1.0,0.96,0.414,0.414,0.5,0.884,0.84,0.505,0.626,0.65,0.021,0.0,19.463,inf,98,482,163,4,182,29,12,4,16,91,57,14461.156830249998,293,259,273,325,107,54,9,0,11,6,0,6,16,1,1,0,4,9,1,5,0,0,0,0,426,302,127,173,168,58,58,35,4,9
345,Przemysław Tytoń,0.597,0.438,0.583,0.413,1.0,1.0,,0.0,0.0,0.0,0.982,0.991,0.422,,,0.001,0.0,46.687,,1,2,916,0,115,6,0,0,1,0,0,42905.190652,56,55,227,229,633,267,1,0,11,0,0,1,6,0,0,0,1,6,0,0,0,0,0,0,885,516,32,1,1,572,572,1,1,1
346,Raffael Caetano de Araújo,0.801,0.767,0.687,0.636,0.917,1.0,0.883,0.448,0.448,0.545,0.863,0.821,0.578,0.723,0.753,0.104,0.021,15.85,2.0,512,626,46,38,557,125,56,16,85,459,332,18766.5806315,619,534,285,347,128,74,49,10,26,38,3,25,52,13,13,1,15,18,9,31,6,6,5,4,469,322,208,456,418,31,31,20,7,59
347,Ragnar Klavan,0.843,0.622,0.736,0.438,0.98,1.0,1.0,0.25,0.25,0.0,0.894,0.929,0.708,0.667,0.6,0.007,0.0,27.843,5.0,23,655,823,2,191,28,7,1,13,18,12,41792.5580273,226,202,707,761,497,352,6,0,89,2,0,11,26,0,0,0,11,24,0,2,0,0,0,0,859,632,387,252,247,198,198,101,18,6
348,Ralf Fährmann,0.676,0.514,0.662,0.515,1.0,1.0,,0.0,0.0,,1.0,0.981,0.513,,,0.0,0.0,43.16,,1,6,1326,0,102,6,0,0,2,0,0,57531.7662302,85,85,370,377,868,445,0,0,37,0,0,2,6,0,0,0,2,6,0,0,0,0,0,0,1272,842,58,1,1,743,743,2,0,0
349,Ramazan Özcan,0.467,0.386,0.461,0.39,,1.0,,0.206,0.206,0.333,0.979,0.974,0.38,,,0.0,0.0,60.741,,0,17,1085,0,502,34,7,4,15,0,0,66936.7863912,47,46,112,115,938,356,0,0,46,0,0,15,34,0,0,0,15,34,0,0,0,0,0,0,1087,501,14,0,0,904,904,16,5,0
350,Raúl Marcelo Bobadilla,0.759,0.701,0.615,0.542,0.927,1.0,0.915,0.405,0.405,0.143,0.823,0.817,0.59,0.665,0.645,0.154,0.012,17.254,1.5,229,245,32,25,248,42,17,7,32,209,139,8730.370728459999,243,200,116,142,78,46,26,2,26,20,3,3,7,7,6,1,2,4,1,3,5,4,1,2,169,104,90,205,190,16,16,12,1,28
351,René Adler,0.522,0.5,0.51,0.493,,1.0,,0.0,0.0,,1.0,0.981,0.387,,,0.0,0.001,49.346,1.0,0,1,830,0,113,4,0,0,2,0,0,41006.2645098,33,33,151,154,643,249,0,1,15,0,0,2,4,0,0,0,2,4,0,0,0,0,0,0,808,412,22,0,0,585,585,0,0,1
352,Ricardo Iván Rodríguez Araya,0.81,0.74,0.707,0.568,0.976,1.0,0.985,0.315,0.315,0.0,0.924,0.865,0.587,0.573,0.6,0.042,0.004,22.304,,333,893,337,9,440,146,46,17,115,286,164,34861.69004915,550,508,546,631,346,203,33,3,116,68,2,20,33,24,22,1,18,29,2,4,18,15,5,7,784,554,226,498,486,110,110,53,13,36
353,Robbie Kruse,0.671,0.75,0.541,0.667,0.87,1.0,0.846,0.2,0.2,1.0,0.824,0.735,0.0,0.652,0.812,0.068,0.0,12.733,,99,58,13,21,99,10,2,3,14,89,58,2164.67344525,102,84,25,34,10,0,5,0,2,11,0,0,0,5,11,0,0,0,0,0,3,4,2,2,74,40,27,54,47,3,3,2,0,5
354,Robert Bauer,0.638,0.662,0.552,0.571,0.949,1.0,0.9,0.356,0.356,0.0,0.785,0.692,0.427,0.678,0.667,0.013,0.0,21.97,,160,369,195,2,288,45,16,6,20,146,99,15906.3684809,209,164,218,315,171,73,7,0,11,16,1,4,9,20,11,1,4,6,0,2,20,11,0,0,524,289,62,117,111,111,111,57,2,7
355,Robert Lewandowski,0.795,0.738,0.598,0.562,0.928,1.0,0.898,0.442,0.442,0.222,0.85,0.838,0.617,0.669,0.637,0.063,0.008,14.229,4.5,362,385,18,43,341,52,23,10,35,290,194,10885.323304040001,420,357,192,229,47,29,16,2,4,13,5,17,37,2,10,3,6,6,9,24,2,2,0,5,254,152,95,389,361,18,18,12,4,18
356,Roberto Hilbert,0.64,0.549,0.532,0.449,0.965,1.0,0.933,0.327,0.327,0.143,0.84,0.668,0.452,0.611,0.455,0.019,0.003,23.167,inf,169,218,80,5,252,52,17,8,28,157,96,10818.9169021,131,110,127,190,124,56,6,1,18,19,1,8,23,12,13,1,3,11,3,9,10,10,1,0,314,167,50,85,82,73,73,47,10,7
357,Robin Knoche,0.868,0.716,0.78,0.655,1.0,1.0,1.0,0.0,0.0,,0.91,0.925,0.732,0.7,1.0,0.009,0.0,24.089,,12,317,279,1,56,7,0,1,4,10,7,14645.962441399999,133,121,295,319,149,109,3,0,15,0,0,4,7,0,0,0,4,7,0,0,0,0,0,0,341,266,170,92,92,55,55,22,5,3
358,Roel Brouwers,0.935,0.789,0.887,0.5,1.0,1.0,1.0,,,,0.941,0.951,0.897,0.5,0.0,0.0,0.0,21.443,,2,87,96,1,7,0,0,0,0,2,1,3966.9628154,51,48,98,103,29,26,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,94,50,29,29,7,7,3,0,0
359,Roger de Oliveira Bernardo,0.668,0.612,0.553,0.496,0.923,1.0,0.864,0.194,0.194,0.0,0.811,0.718,0.442,0.571,0.5,0.011,0.0,22.789,4.0,55,595,161,0,232,36,7,2,22,49,28,18481.55124325,233,189,257,358,199,88,6,0,9,4,0,19,29,3,1,0,16,24,1,2,2,0,1,1,546,302,73,181,167,127,127,92,22,6
360,Romain Brégerie,0.651,0.566,0.545,0.472,0.929,1.0,0.7,0.182,0.182,0.0,0.705,0.725,0.51,0.59,0.533,0.015,0.0,23.365,,41,253,84,5,127,11,2,0,5,39,23,8831.83809723,122,86,100,138,102,52,4,0,11,2,0,4,9,0,0,0,4,9,0,0,0,0,0,0,264,144,37,70,65,64,64,46,7,4
361,Roman Bürki,0.761,0.5,0.743,0.486,1.0,1.0,,0.0,0.0,,0.991,0.988,0.495,,,0.0,0.0,36.187,,0,7,1005,0,73,6,0,0,2,0,0,36621.539773100005,112,111,429,434,465,230,0,0,15,0,0,2,6,0,0,0,2,6,0,0,0,0,0,0,942,700,68,2,2,369,369,0,0,0
362,Roman Neustädter,0.896,0.785,0.832,0.67,1.0,1.0,1.0,0.25,0.25,0.0,0.933,0.93,0.796,0.667,0.714,0.004,0.0,22.952,,24,730,664,6,124,12,3,1,4,21,14,32546.4920815,357,333,686,738,309,246,3,0,49,0,0,4,10,0,0,0,4,7,0,3,0,0,0,0,849,706,307,257,257,98,98,36,7,3
363,Roman Weidenfeller,0.621,0.333,0.607,0.333,,1.0,,0.0,0.0,,,1.0,0.353,,,0.0,0.0,39.738,,0,1,28,0,2,1,0,0,0,0,0,1152.389885,0,0,12,12,17,6,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,28,17,1,0,0,15,15,1,0,0
364,Ron-Robert Zieler,0.685,0.489,0.667,0.483,,1.0,,0.111,0.111,,1.0,0.994,0.532,,,0.0,0.0,43.465,,0,8,1219,0,152,9,1,0,4,0,0,53331.2872246,71,71,331,333,817,435,0,0,37,0,0,4,9,0,0,0,4,9,0,0,0,0,0,0,1153,769,72,0,0,667,667,7,2,0
365,Ronaldo Aparecido Rodrigues,0.867,0.734,0.82,0.654,0.98,1.0,1.0,0.312,0.312,0.167,0.892,0.909,0.738,0.708,0.667,0.007,0.0,23.022,1.0,48,1052,690,4,245,32,10,2,14,48,34,41209.325216799996,435,388,884,972,370,273,9,0,70,4,0,9,27,1,0,0,9,26,0,1,0,0,1,0,1248,1023,384,148,145,163,163,99,16,9
366,Ronny Heberson Furtado de Araújo,0.8,1.0,0.667,1.0,1.0,1.0,,0.0,0.0,,1.0,0.0,0.667,0.5,,0.0,0.0,20.83,,4,6,0,0,6,1,0,0,1,4,2,208.3035242,5,5,0,1,3,2,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,6,4,3,1,1,2,2,1,0,0
367,Roy Beerens,0.72,0.714,0.556,1.0,0.9,1.0,0.75,1.0,1.0,,0.917,0.6,0.75,0.583,0.667,0.111,0.0,15.623,,13,11,1,1,14,2,2,0,2,12,7,390.57316879999996,12,11,3,5,4,3,1,0,1,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,9,5,4,10,9,2,2,0,0,1
368,Rune Almenning Jarstein,0.628,0.453,0.608,0.446,,1.0,,0.0,0.0,,0.981,0.983,0.442,,,0.0,0.0,45.579,,0,4,1395,0,171,4,0,0,4,0,0,63765.3861739,54,53,417,424,920,407,0,0,28,0,0,4,4,0,0,0,4,4,0,0,0,0,0,0,1325,806,72,0,0,809,809,2,1,0
369,Russell Canouse,0.875,1.0,0.667,,1.0,1.0,,,,,1.0,1.0,0.0,,,0.0,0.0,20.101,,0,3,5,0,1,0,0,0,0,0,0,160.805249,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,1,1,1,0,0
370,Salif Sané,0.769,0.637,0.681,0.523,0.969,1.0,0.965,0.286,0.286,0.545,0.835,0.813,0.598,0.59,0.448,0.009,0.0,21.279,5.0,186,986,359,13,419,49,14,3,23,166,98,32577.615456,563,470,526,647,286,171,9,0,50,11,0,11,31,3,4,0,9,23,1,5,2,4,1,0,995,678,217,291,282,147,147,100,15,9
371,Salomon Armand Magloire Kalou,0.767,0.727,0.637,0.539,0.921,1.0,0.895,0.37,0.37,0.125,0.837,0.785,0.451,0.695,0.653,0.072,0.007,14.953,3.5,258,343,65,26,301,46,17,7,36,236,164,9958.95093114,362,303,157,200,51,23,20,2,8,25,5,8,24,14,18,2,3,6,4,15,6,6,5,9,278,177,114,239,220,21,21,15,7,22
372,Sambou Yatabaré,0.57,0.582,0.413,0.333,0.883,1.0,0.944,0.188,0.188,0.0,0.717,0.573,0.405,0.398,0.706,0.04,0.008,18.703,3.0,86,104,33,5,108,32,6,10,29,83,33,4170.691750479999,92,66,43,75,37,15,5,1,8,25,1,4,6,9,9,1,3,5,1,1,6,5,0,1,126,52,22,60,53,13,13,7,2,6
373,Sandro Sirigu,0.321,0.0,0.167,0.0,0.75,1.0,0.0,0.25,0.25,,0.714,0.5,0.0,0.375,0.0,0.0,0.111,22.701,,9,9,10,1,11,4,1,2,4,8,3,635.6297055,7,5,4,8,9,0,0,2,1,3,0,0,0,2,2,0,0,0,0,0,2,2,0,0,18,3,3,4,3,6,6,1,0,2
374,Sandro Wagner,0.496,0.445,0.349,0.35,0.796,1.0,0.685,0.172,0.172,0.179,0.56,0.468,0.464,0.419,0.401,0.031,0.005,16.543,3.0,404,474,36,34,559,87,15,12,50,387,162,15120.49304903,434,243,140,299,97,45,18,3,16,25,3,21,54,14,11,2,15,38,0,5,9,7,3,2,578,202,107,181,144,46,46,35,4,21
375,Santiago García,0.687,0.63,0.6,0.585,0.946,1.0,0.871,0.344,0.344,0.412,0.817,0.709,0.486,0.544,0.521,0.034,0.002,21.463,4.0,316,657,331,20,472,151,52,19,81,287,156,27987.6787446,410,335,433,611,247,120,28,2,31,61,4,22,47,51,24,2,21,39,0,5,41,17,5,5,834,500,135,276,261,138,138,80,23,30
376,Sascha Mölders,0.286,0.333,0.333,0.0,1.0,,1.0,0.0,0.0,,0.667,0.0,,0.333,,0.0,0.0,13.929,,3,4,0,0,5,2,0,0,0,3,1,97.50548649999999,3,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,3,1,0,1,1,0,0,0,0,0
377,Sascha Riether,0.796,0.63,0.714,0.511,0.983,1.0,0.929,0.226,0.226,0.0,0.912,0.836,0.556,0.682,0.444,0.025,0.0,21.187,2.0,219,382,212,6,284,53,12,11,38,192,131,17225.1337529,273,249,295,353,162,90,11,0,18,35,1,1,6,27,22,0,1,6,0,0,17,15,3,2,440,314,105,232,228,72,72,37,4,11
378,Sead Kolašinac,0.768,0.631,0.675,0.51,0.955,1.0,0.897,0.327,0.327,0.286,0.876,0.793,0.594,0.668,0.5,0.026,0.0,18.142,inf,218,519,253,15,291,49,16,8,33,202,135,17960.68881683,410,359,310,391,128,76,15,0,11,30,4,5,12,20,12,4,3,7,2,5,5,3,11,7,584,394,109,269,257,65,65,24,7,15
379,Sebastian Boenisch,0.653,0.481,0.563,0.435,0.968,1.0,1.0,0.211,0.211,0.0,0.776,0.701,0.352,0.633,0.5,0.011,0.0,20.58,inf,84,209,90,7,155,19,4,4,15,79,50,7881.9933495000005,147,114,108,154,71,25,3,0,10,11,1,4,7,5,6,0,3,5,0,1,1,1,3,4,277,156,34,62,60,56,56,33,4,3
380,Sebastian Jung,0.799,0.769,0.706,0.677,0.959,1.0,0.909,0.5,0.5,0.667,0.897,0.866,0.6,0.71,0.706,0.061,0.006,20.193,,124,180,70,1,143,26,13,3,18,107,76,7552.3601997999995,136,122,142,164,60,36,11,1,11,17,0,2,5,9,8,0,2,3,0,2,5,4,3,3,180,127,54,123,118,26,26,14,0,12
381,Sebastian Langkamp,0.861,0.696,0.797,0.607,0.995,1.0,1.0,0.111,0.111,0.0,0.909,0.917,0.73,0.583,0.333,0.003,0.001,23.743,,14,554,622,4,109,9,1,1,6,12,7,28253.6060205,286,260,543,592,296,216,2,1,42,0,0,4,8,0,1,0,4,8,0,0,0,1,0,0,782,623,198,204,203,123,123,59,3,3
382,Sebastian Rode,0.878,0.881,0.761,0.692,0.938,1.0,0.941,0.25,0.25,,0.917,0.906,0.794,0.723,0.8,0.018,0.009,17.02,,88,192,31,7,92,8,2,0,5,65,47,5293.216199750001,144,132,106,117,34,27,2,1,2,2,2,1,4,2,2,1,1,4,0,0,1,1,0,1,109,83,55,144,135,12,12,6,2,3
383,Sebastian Rudy,0.76,0.711,0.638,0.509,0.932,1.0,0.933,0.397,0.397,0.333,0.816,0.817,0.624,0.626,0.65,0.036,0.002,19.798,8.0,202,615,147,12,326,58,23,8,39,179,112,19085.0680196,358,292,330,404,157,98,19,1,30,13,1,17,34,1,5,1,10,20,7,13,1,1,0,3,525,335,150,266,248,70,70,48,17,20
384,Serdar Taşçı,0.892,0.688,0.87,0.562,0.95,1.0,0.857,,,,0.92,0.913,0.833,1.0,1.0,0.0,0.0,18.922,,2,130,62,0,17,0,0,0,0,2,2,3670.7833456999997,75,69,84,92,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,114,40,20,19,9,9,5,0,0
385,Sereso Geoffroy Gonzaroua Dié,0.835,0.746,0.769,0.667,0.962,1.0,1.0,0.414,0.414,0.4,0.883,0.87,0.723,0.789,0.737,0.025,0.003,21.63,2.0,102,602,252,1,231,29,12,3,18,95,75,20677.9823804,309,273,375,431,195,141,15,2,26,8,0,9,18,7,6,0,8,12,1,5,4,4,3,2,611,470,175,159,153,84,84,49,9,17
386,Shinji Kagawa,0.848,0.827,0.739,0.642,0.941,1.0,0.917,0.517,0.517,0.588,0.897,0.881,0.733,0.731,0.734,0.059,0.013,16.933,4.0,524,850,62,50,607,89,46,10,55,449,328,24315.7977364,726,651,408,463,165,121,32,7,39,27,8,17,41,13,14,4,7,14,5,16,4,8,7,5,544,402,260,591,556,56,56,41,9,39
387,Sidney Sam,0.556,0.5,0.6,0.5,1.0,1.0,1.0,,,,0.75,0.667,,0.25,0.0,0.0,0.0,12.186,,4,5,0,0,6,0,0,0,0,4,1,109.6739882,4,3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,1,1,0,0,0,0,0
388,Simon Zoller,0.685,0.639,0.558,0.5,0.872,1.0,0.833,0.348,0.348,0.0,0.806,0.674,0.485,0.583,0.474,0.077,0.01,16.913,2.0,111,123,42,20,117,23,8,7,24,96,56,4667.8555442,129,104,62,92,33,16,8,1,8,19,3,3,5,10,10,2,3,3,0,2,7,5,3,5,104,58,36,109,95,7,7,3,2,9
389,Slobodan Medojević,0.79,0.643,0.712,0.56,0.925,1.0,0.833,0.444,0.444,1.0,0.86,0.804,0.581,0.581,0.5,0.022,0.007,17.499,2.0,31,176,45,4,64,9,4,2,6,31,18,4409.6997063,121,104,74,92,31,18,3,1,3,3,1,3,7,2,2,1,0,2,1,3,0,0,1,1,139,99,51,53,49,18,18,12,2,4
390,Slobodan Rajković,0.557,0.436,0.491,0.375,0.9,1.0,0.75,0.25,0.25,0.0,0.698,0.627,0.42,0.667,1.0,0.006,0.006,27.382,,3,118,91,1,61,8,2,1,6,3,2,5804.9953938,53,37,47,75,81,34,1,1,5,0,0,6,8,0,0,0,6,8,0,0,0,0,0,0,175,86,14,20,18,64,64,41,6,2
391,Sokratis Papastathopoulos,0.897,0.667,0.846,0.578,0.996,1.0,1.0,0.077,0.077,0.0,0.958,0.928,0.724,0.833,0.667,0.002,0.0,21.671,inf,36,1198,628,3,187,13,1,0,9,30,25,40351.691483200004,590,565,858,925,341,247,3,0,36,3,0,6,12,0,1,0,5,10,0,0,0,1,0,0,1227,1038,391,243,242,143,143,78,9,3
392,Sonny Kittel,0.653,0.559,0.41,0.25,0.85,1.0,0.722,0.273,0.273,0.5,0.735,0.778,0.273,0.652,0.6,0.026,0.0,16.094,,28,59,8,3,32,11,3,0,8,23,15,1528.9199250000001,49,36,21,27,11,3,1,0,2,4,0,3,5,3,3,0,3,3,0,2,3,3,0,0,39,16,12,40,34,6,6,4,2,1
393,Stefan Aigner,0.71,0.653,0.535,0.486,0.873,1.0,0.75,0.353,0.353,0.357,0.843,0.656,0.5,0.605,0.535,0.066,0.015,15.445,1.0,355,335,72,42,358,68,24,14,58,306,185,11769.272479399999,394,332,147,224,74,37,18,4,14,51,7,4,16,35,35,4,3,6,1,9,23,22,5,6,273,146,112,324,283,28,28,15,2,22
394,Stefan Bell,0.786,0.625,0.681,0.497,0.994,1.0,1.0,0.2,0.2,0.2,0.869,0.88,0.642,0.375,0.455,0.003,0.002,26.606,inf,28,786,749,5,235,30,6,4,13,24,9,41584.762344799994,335,291,588,668,536,344,3,2,91,2,0,12,27,0,0,0,12,25,0,1,0,0,0,0,1020,695,358,177,176,265,265,160,18,5
395,Stefan Kießling,0.628,0.532,0.426,0.394,0.869,1.0,0.797,0.219,0.219,0.263,0.703,0.523,0.379,0.537,0.419,0.033,0.01,12.795,4.5,247,342,45,23,303,32,7,3,20,218,117,8112.28311099,367,258,81,155,29,11,10,3,4,6,1,10,22,2,5,0,3,11,1,5,0,2,1,2,303,129,77,221,192,14,14,9,3,13
396,Stefan Lex,0.619,0.5,0.459,0.375,0.815,1.0,0.615,0.333,0.333,0.0,0.72,0.565,0.167,0.56,0.389,0.189,0.0,14.946,,80,63,17,14,89,21,7,4,17,75,42,2391.43606684,82,59,26,46,12,2,14,0,3,12,3,3,9,9,10,0,2,3,1,4,6,6,2,2,74,34,21,54,44,8,8,6,2,14
397,Stefan Reinartz,0.839,0.739,0.759,0.648,0.981,1.0,0.947,0.429,0.429,0.25,0.89,0.859,0.752,0.776,0.87,0.01,0.002,20.128,3.5,82,538,221,0,192,21,9,0,11,76,59,16927.7255304,310,276,304,354,145,109,5,1,27,0,0,8,17,0,0,0,7,11,0,4,0,0,0,0,515,391,164,154,151,64,64,45,6,6
398,Stefan Wannenwetsch,0.667,0.667,0.5,1.0,0.833,,1.0,,,,0.667,0.5,,0.333,0.0,0.0,0.0,12.744,,4,5,0,0,3,0,0,0,0,3,1,114.6991997,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,6,5,0,0,0,0,0
399,Steven Zuber,0.673,0.603,0.495,0.414,0.889,1.0,0.727,0.391,0.391,0.0,0.779,0.71,0.48,0.659,0.65,0.067,0.0,16.024,,93,98,29,12,102,23,9,0,16,85,56,3525.1909868,104,81,49,69,25,12,7,0,2,11,1,3,6,6,7,1,3,4,0,2,3,2,3,4,105,52,32,72,64,11,11,9,2,7
400,Suat Serdar,0.78,0.692,0.667,0.6,0.793,1.0,0.636,,,,0.812,0.781,0.917,0.833,0.8,0.033,0.0,18.391,inf,12,59,11,3,19,0,0,0,1,12,10,1508.0782419,32,26,25,32,12,11,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,20,21,29,23,3,3,1,0,1
401,Sven Bender,0.905,0.768,0.835,0.685,0.995,1.0,1.0,0.286,0.286,0.667,0.95,0.938,0.713,0.831,1.0,0.011,0.0,19.998,5.0,80,772,311,2,190,14,4,0,4,59,49,23257.567702,420,399,526,561,167,119,7,0,17,1,0,2,11,0,0,0,2,8,0,3,0,0,0,0,644,538,304,212,211,66,66,35,7,7
402,Sven Schipplock,0.665,0.523,0.532,0.467,0.873,1.0,0.731,0.389,0.389,0.333,0.748,0.656,0.529,0.494,0.406,0.09,0.036,14.632,1.5,94,131,32,18,103,18,7,2,13,81,40,3760.4393929,115,86,59,90,17,9,10,4,5,8,2,3,9,7,9,1,1,3,2,4,1,1,4,5,111,59,23,102,89,6,6,5,0,14
403,Sven Ulreich,0.667,0.5,0.667,0.5,,,,,,,1.0,1.0,0.333,,,0.0,0.0,35.833,,0,0,18,0,0,0,0,0,0,0,0,644.9951664,1,1,8,8,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,9,9,0,0,0
404,Szabolcs Huszti,0.699,0.707,0.591,0.536,0.966,1.0,0.935,0.333,0.333,0.333,0.896,0.736,0.4,0.556,0.649,0.093,0.003,20.715,2.0,215,391,72,11,305,117,39,19,97,205,114,14044.8947304,260,233,162,220,155,62,32,1,38,46,1,12,24,24,22,1,12,17,0,7,19,19,2,2,345,204,97,179,173,53,53,42,15,33
