player,player_id,country,team,position,match_played,minutes_played,subbed_in,subbed_out,unique_positions_played,positions_played,full_match_equivalents
Seydou Kéita,20169.0,Mali,AS Roma,Midfielder,20.0,1454.0,4.0,4.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield']",16.155555555555555
Niki Dige Zimling,20196.0,Denmark,FSV Mainz 05,nan,0.0,0.0,0.0,0.0,[],[],0.0
Lars Christian Jacobsen,20199.0,Denmark,Guingamp,Defender,33.0,2796.0,2.0,2.0,"['Right Back', 'Left Back', 'Left Wing Back']","['Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Left Wing Back', 'Left Back', 'Left Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",31.066666666666666
Nicklas Bendtner,20200.0,Denmark,Wolfsburg,Forward,8.0,367.0,4.0,4.0,"['Center Forward', 'Right Center Midfield', 'Right Center Forward', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Forward']","['Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Right Center Forward', 'Left Midfield', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Right Center Midfield', 'Right Center Forward', 'Center Forward']",4.0777777777777775
Maarten Stekelenburg,20201.0,Netherlands,Southampton,Goalkeeper,17.0,1530.0,0.0,0.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper', 'Goalkeeper']",17.0
Álvaro Arbeloa Coca,20215.0,Spain,Real Madrid,Defender,2.0,180.0,0.0,0.0,"['Center Forward', 'Right Center Back', 'Left Center Back', 'Right Back', 'Right Wing', 'Left Back']","['Right Wing', 'Right Back', 'Right Center Back', 'Center Forward', 'Right Back', 'Left Back', 'Left Center Back', 'Left Back', 'Right Back']",2.0
Gökhan İnler,20230.0,Switzerland,Leicester City,Midfielder,6.0,285.0,3.0,3.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Defensive Midfield', 'Left Center Midfield']","['Center Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Midfield', 'Left Center Midfield']",3.1666666666666665
Luca Toni,20252.0,Italy,Hellas Verona,Forward,25.0,1907.0,4.0,4.0,"['Center Forward', 'Right Center Forward', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Forward']","['Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward']",21.18888888888889
Samir Nasri,20253.0,France,Manchester City,Forward,6.0,369.0,2.0,2.0,"['Center Attacking Midfield', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Midfield', 'Left Center Midfield', 'Left Wing', 'Left Defensive Midfield', 'Right Center Midfield']","['Left Wing', 'Left Wing', 'Left Defensive Midfield', 'Right Center Midfield', 'Left Wing', 'Left Midfield', 'Center Attacking Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Left Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Center Forward', 'Left Wing', 'Right Midfield', 'Left Center Midfield', 'Left Wing']",4.1
Joleon Lescott,20285.0,England,Aston Villa,Defender,34.0,2887.0,2.0,2.0,"['Left Back', 'Left Center Back', 'Right Center Back', 'Center Back']","['Left Center Back', 'Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Center Back', 'Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Left Center Back', 'Left Center Back', 'Center Back']",32.077777777777776
John Terry,20287.0,England,Chelsea,Defender,27.0,2170.0,3.0,3.0,"['Center Attacking Midfield', 'Left Center Back', 'Center Back']","['Left Center Back', 'Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Center Attacking Midfield', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",24.11111111111111
Philippe Mexès,20289.0,France,AC Milan,Defender,4.0,360.0,0.0,0.0,"['Left Center Back', 'Right Center Back']","['Left Center Back', 'Right Center Back', 'Right Center Back', 'Left Center Back', 'Right Center Back', 'Right Center Back']",4.0
Jérémy Ménez,20300.0,France,AC Milan,Forward,3.0,184.0,1.0,1.0,"['Center Attacking Midfield', 'Right Midfield', 'Right Center Forward', 'Left Center Midfield', 'Left Center Forward']","['Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Left Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Center Midfield', 'Left Center Forward', 'Left Center Midfield', 'Left Center Forward', 'Right Midfield', 'Center Attacking Midfield', 'Right Midfield']",2.0444444444444443
Gaël Clichy,20302.0,France,Manchester City,Defender,14.0,1088.0,2.0,2.0,"['Left Back', 'Right Center Forward']","['Left Back', 'Left Back', 'Right Center Forward', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",12.088888888888889
Tomáš Pekhart,20355.0,Czech Republic,Ingolstadt,Forward,2.0,90.0,1.0,1.0,"['Center Forward', 'Left Center Midfield', 'Left Center Forward']","['Center Forward', 'Center Forward', 'Left Center Midfield', 'Left Center Forward', 'Center Forward']",1.0
Hugo Miguel Pereira de Almeida,20359.0,Portugal,Hannover 96,Forward,5.0,450.0,0.0,0.0,"['Right Center Back', 'Left Center Midfield', 'Right Center Forward', 'Left Center Forward']","['Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Back', 'Right Center Forward', 'Left Center Forward', 'Left Center Midfield', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Left Center Forward', 'Right Center Forward']",5.0
Sebastian Boenisch,20415.0,Poland,Bayer Leverkusen,Defender,8.0,631.0,1.0,1.0,"['Right Back', 'Left Back', 'Center Attacking Midfield', 'Left Center Back']","['Right Back', 'Left Back', 'Center Attacking Midfield', 'Left Back', 'Left Back', 'Left Back', 'Left Center Back', 'Right Back', 'Left Back', 'Left Back', 'Left Back']",7.011111111111111
Shay Given,20446.0,Ireland,Stoke City,Goalkeeper,4.0,274.0,1.0,1.0,['Goalkeeper'],"['Goalkeeper', 'Goalkeeper', 'Goalkeeper']",3.0444444444444443
Almog Cohen,20485.0,Israel,Ingolstadt,Midfielder,14.0,734.0,6.0,6.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Wing', 'Right Wing', 'Left Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Center Defensive Midfield', 'Left Center Midfield', 'Center Forward', 'Left Center Midfield', 'Right Center Midfield', 'Center Forward', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Wing', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Wing', 'Center Forward', 'Right Center Midfield', 'Center Forward', 'Right Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Left Center Midfield', 'Center Forward', 'Left Center Midfield', 'Left Center Midfield', 'Left Wing', 'Left Center Midfield', 'Left Wing', 'Center Forward', 'Left Defensive Midfield']",8.155555555555555
Martin Stranzl,20499.0,Austria,Borussia Mönchengladbach,Defender,3.0,183.0,1.0,1.0,"['Left Defensive Midfield', 'Right Center Back', 'Right Center Forward']","['Right Center Forward', 'Right Center Back', 'Right Center Back', 'Left Defensive Midfield', 'Right Center Back', 'Right Center Back']",2.033333333333333
Bafétimbi Gomis,20521.0,France,Swansea City,Forward,26.0,1651.0,8.0,8.0,"['Center Forward', 'Center Attacking Midfield', 'Right Wing', 'Right Center Forward', 'Left Center Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Forward']","['Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Left Wing', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Left Wing', 'Center Forward', 'Center Forward', 'Left Defensive Midfield', 'Left Wing', 'Center Forward', 'Center Forward', 'Left Wing', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Midfield', 'Center Forward', 'Center Forward']",18.344444444444445
György Garics,20522.0,Austria,Darmstadt 98,Defender,21.0,1802.0,1.0,1.0,"['Right Back', 'Left Defensive Midfield']","['Right Back', 'Right Back', 'Right Back', 'Left Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",20.022222222222222
Jonas Olsson,20527.0,Sweden,West Bromwich Albion,Defender,31.0,2275.0,6.0,6.0,"['Right Wing', 'Left Center Back', 'Left Back']","['Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Right Wing', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back', 'Left Center Back']",25.27777777777778
Corentin Tirard,20535.0,France,AS Monaco,nan,0.0,0.0,0.0,0.0,[],[],0.0
Álvaro Negredo Sánchez,20542.0,Spain,Valencia,Forward,18.0,1098.0,6.0,6.0,"['Center Forward', 'Center Attacking Midfield', 'Center Defensive Midfield', 'Right Wing', 'Right Back', 'Right Center Forward', 'Right Midfield', 'Left Wing', 'Left Center Midfield', 'Left Center Forward']","['Left Center Midfield', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Wing', 'Right Wing', 'Center Defensive Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Left Wing', 'Right Center Forward', 'Right Back', 'Right Center Forward', 'Right Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Midfield', 'Right Center Forward', 'Center Defensive Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",12.2
Nikica Jelavić,20543.0,Croatia,West Ham United,Forward,1.0,90.0,0.0,0.0,"['Center Forward', 'Center Defensive Midfield', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Center Midfield']","['Right Wing', 'Right Center Forward', 'Right Center Forward', 'Right Midfield', 'Center Forward', 'Right Wing', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Right Wing', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Defensive Midfield']",1.0
Antonio Nocerino,20561.0,Italy,AC Milan,Midfielder,2.0,93.0,1.0,1.0,"['Left Center Midfield', 'Right Center Midfield']","['Left Center Midfield', 'Right Center Midfield']",1.0333333333333334
Mirko Gori,20636.0,Italy,Frosinone,Midfielder,38.0,2383.0,12.0,12.0,"['Center Attacking Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Left Center Forward']","['Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Center Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Center Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Center Midfield', 'Center Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield']",26.477777777777778
Salih Uçan,20637.0,Turkey,AS Roma,Midfielder,0.0,0.0,0.0,0.0,"['Left Center Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Wing']","['Center Attacking Midfield', 'Center Attacking Midfield', 'Left Defensive Midfield', 'Right Wing', 'Left Center Midfield']",0.0
Connor Wickham,20641.0,England,Crystal Palace,Forward,25.0,1391.0,10.0,10.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Left Midfield', 'Left Center Midfield', 'Left Center Forward']","['Left Midfield', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Forward']",15.455555555555556
Alexander Nübel,20662.0,Germany,Schalke 04,Goalkeeper,0.0,0.0,0.0,0.0,['Goalkeeper'],['Goalkeeper'],0.0
Kevin Großkreutz,20665.0,Germany,VfB Stuttgart,Defender,10.0,900.0,0.0,0.0,['Right Back'],"['Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back']",10.0
Tiago Cardoso Mendes,20669.0,Portugal,Atlético Madrid,Midfielder,14.0,1086.0,2.0,2.0,"['Center Defensive Midfield', 'Right Defensive Midfield', 'Right Center Forward', 'Left Midfield', 'Left Defensive Midfield', 'Left Center Midfield']","['Right Center Forward', 'Left Center Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Center Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield']",12.066666666666666
Sergio Akieme Rodríguez,20734.0,Spain,Rayo Vallecano,nan,0.0,0.0,0.0,0.0,[],[],0.0
Jordan Rossiter,20781.0,England,Liverpool,Midfielder,0.0,0.0,0.0,0.0,['Center Defensive Midfield'],['Center Defensive Midfield'],0.0
Pierre Bengtsson,20871.0,Sweden,FSV Mainz 05,Defender,16.0,1267.0,2.0,2.0,"['Center Forward', 'Left Defensive Midfield', 'Left Back', 'Left Center Back']","['Left Back', 'Left Back', 'Center Forward', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Defensive Midfield', 'Left Back', 'Left Center Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back', 'Left Back']",14.077777777777778
Rene Gilmartin,20900.0,Ireland,Watford,nan,0.0,0.0,0.0,0.0,[],[],0.0
Yanni Regäsel,20950.0,Germany,Eintracht Frankfurt,Defender,15.0,1262.0,1.0,1.0,"['Right Wing Back', 'Right Back', 'Right Center Back', 'Center Attacking Midfield']","['Right Back', 'Right Wing Back', 'Right Wing Back', 'Right Wing Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Wing Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Right Back']",14.022222222222222
Jordan Lyden,20951.0,Australia,Aston Villa,Defender,4.0,185.0,2.0,2.0,"['Right Wing Back', 'Right Defensive Midfield', 'Right Midfield', 'Center Defensive Midfield']","['Right Wing Back', 'Center Defensive Midfield', 'Right Midfield', 'Right Defensive Midfield']",2.0555555555555554
Maurice Multhaup,20959.0,Germany,Ingolstadt,Forward,0.0,0.0,0.0,0.0,"['Center Forward', 'Right Wing', 'Left Wing', 'Left Midfield']","['Right Wing', 'Left Wing', 'Center Forward', 'Center Forward', 'Left Midfield']",0.0
Julian-Maurice Derstroff,20961.0,Germany,FSV Mainz 05,nan,0.0,0.0,0.0,0.0,[],[],0.0
Nicolás Ignacio Castillo Mora,20970.0,Chile,Frosinone,Forward,4.0,273.0,1.0,1.0,"['Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Left Attacking Midfield', 'Right Center Forward', 'Left Midfield', 'Left Back', 'Left Center Forward']","['Left Center Forward', 'Right Defensive Midfield', 'Left Midfield', 'Center Attacking Midfield', 'Left Center Forward', 'Center Forward', 'Right Center Forward', 'Left Back', 'Left Attacking Midfield', 'Left Center Forward', 'Center Attacking Midfield']",3.033333333333333
Borja Mayoral Moya,21147.0,Spain,Real Madrid,Forward,6.0,278.0,3.0,3.0,"['Center Forward', 'Right Center Midfield', 'Left Center Forward']","['Center Forward', 'Center Forward', 'Left Center Forward', 'Right Center Midfield', 'Center Forward', 'Center Forward', 'Center Forward']",3.088888888888889
Stefan Aigner,21156.0,Germany,Eintracht Frankfurt,Forward,41.0,2464.0,14.0,14.0,"['Center Attacking Midfield', 'Right Center Midfield', 'Right Wing', 'Right Midfield', 'Right Center Forward', 'Left Wing', 'Left Center Forward']","['Right Wing', 'Right Midfield', 'Right Wing', 'Left Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Center Midfield', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Wing', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Wing', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Right Midfield', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Midfield', 'Left Center Forward', 'Right Midfield', 'Right Midfield', 'Center Attacking Midfield', 'Right Midfield']",27.377777777777776
Marlon Frey,21168.0,Germany,Bayer Leverkusen,Midfielder,4.0,191.0,2.0,2.0,"['Center Forward', 'Right Center Back', 'Right Defensive Midfield', 'Left Center Back', 'Right Back', 'Left Defensive Midfield']","['Right Back', 'Left Center Back', 'Left Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield', 'Left Defensive Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Center Forward', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Right Defensive Midfield', 'Left Defensive Midfield']",2.1222222222222222
Mariano Ferreira Filho,21210.0,Brazil,Sevilla,Defender,19.0,1623.0,1.0,1.0,"['Center Attacking Midfield', 'Right Center Back', 'Right Back', 'Left Defensive Midfield', 'Left Back']","['Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Left Defensive Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Left Back', 'Right Back', 'Right Back']",18.033333333333335
Russell Martin,21212.0,Scotland,Norwich City,Defender,30.0,2700.0,0.0,0.0,"['Right Center Back', 'Left Center Back', 'Center Back', 'Right Back', 'Left Back']","['Center Back', 'Left Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Center Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Center Back', 'Right Back', 'Center Back', 'Right Center Back', 'Right Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Back', 'Right Center Back', 'Right Center Back', 'Left Back', 'Right Center Back', 'Center Back', 'Left Center Back', 'Right Center Back', 'Right Back', 'Center Back', 'Right Center Back', 'Right Back', 'Right Back', 'Right Center Back']",30.0
Sergi Samper Montaña,21229.0,Spain,Barcelona,Midfielder,0.0,0.0,0.0,0.0,"['Left Center Midfield', 'Center Defensive Midfield']","['Left Center Midfield', 'Center Defensive Midfield']",0.0
Carl Jenkinson,21254.0,England,West Ham United,Defender,15.0,1177.0,2.0,2.0,"['Center Attacking Midfield', 'Left Center Back', 'Right Back', 'Right Midfield', 'Left Midfield', 'Left Back', 'Goalkeeper']","['Left Midfield', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Back', 'Right Midfield', 'Right Back', 'Left Center Back', 'Right Back', 'Right Back', 'Right Back', 'Center Attacking Midfield', 'Right Back', 'Goalkeeper', 'Left Back', 'Right Back', 'Right Back', 'Right Back', 'Right Midfield', 'Right Back']",13.077777777777778
Luiz Adriano de Souza da Silva,21272.0,Brazil,AC Milan,Forward,18.0,1103.0,6.0,6.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Forward', 'Right Midfield', 'Left Center Midfield', 'Left Center Forward']","['Right Center Forward', 'Right Center Forward', 'Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Center Attacking Midfield', 'Left Center Midfield', 'Right Center Forward', 'Right Midfield', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Center Forward', 'Right Midfield', 'Right Center Forward', 'Right Center Midfield', 'Center Attacking Midfield', 'Right Center Midfield', 'Right Center Forward', 'Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Midfield', 'Right Center Forward', 'Right Center Forward', 'Left Center Forward', 'Center Forward', 'Left Center Forward', 'Left Center Forward']",12.255555555555556
Noah-Joel Sarenren-Bazee,21311.0,Nigeria,Hannover 96,Forward,9.0,460.0,4.0,4.0,"['Right Wing', 'Left Wing']","['Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Left Wing', 'Right Wing', 'Right Wing', 'Right Wing']",5.111111111111111
Stole Dimitrievski,21397.0,"Macedonia, Republic of",Granada,nan,0.0,0.0,0.0,0.0,[],[],0.0
Moustapha Seck,21502.0,Senegal,Lazio,nan,0.0,0.0,0.0,0.0,[],[],0.0
Edoardo Soleri,21506.0,Italy,AS Roma,nan,0.0,0.0,0.0,0.0,[],[],0.0
Daniel Bachmann,21532.0,Austria,Stoke City,nan,0.0,0.0,0.0,0.0,[],[],0.0
Kevin Nolan,21540.0,England,West Ham United,Midfielder,2.0,96.0,1.0,1.0,"['Right Attacking Midfield', 'Center Defensive Midfield']","['Right Attacking Midfield', 'Center Defensive Midfield']",1.0666666666666667
Robin Maulun,21792.0,France,Bordeaux,Defender,0.0,0.0,0.0,0.0,"['Left Defensive Midfield', 'Right Center Back']","['Right Center Back', 'Left Defensive Midfield']",0.0
Ignacio Monsalve Vicente,21877.0,Spain,Atlético Madrid,Defender,1.0,90.0,0.0,0.0,['Right Center Back'],['Right Center Back'],1.0
Alex Palmer,21930.0,England,West Bromwich Albion,nan,0.0,0.0,0.0,0.0,[],[],0.0
Felix Platte,22017.0,Germany,Darmstadt 98,Forward,1.0,90.0,0.0,0.0,"['Center Forward', 'Center Attacking Midfield', 'Right Center Back', 'Right Defensive Midfield', 'Right Wing', 'Right Center Forward', 'Right Attacking Midfield', 'Left Midfield', 'Left Wing', 'Left Defensive Midfield', 'Left Center Forward']","['Left Wing', 'Right Attacking Midfield', 'Center Forward', 'Left Wing', 'Center Attacking Midfield', 'Center Forward', 'Left Midfield', 'Left Center Forward', 'Left Center Forward', 'Center Forward', 'Center Forward', 'Center Attacking Midfield', 'Right Defensive Midfield', 'Center Attacking Midfield', 'Right Wing', 'Left Defensive Midfield', 'Left Center Forward', 'Center Forward', 'Right Center Back', 'Right Center Forward']",1.0
